trade_id,entry_ts,entry_ts_ist,pair,side,strategy_id,strategy_name,strategy_tier,confidence,entry_price,qty,note,exit_ts,exit_ts_ist,exit_price,realized_pnl
1770835243-BNBUSDT,1770835243,2026-02-12 00:10:43 IST,BNBUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.843233,609.14,0.22983222247759136,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.232→-0.108 | RSI=69.5 | Strength=0.340,,,,
1770834868-DOGEUSDT,1770834868,2026-02-12 00:04:28 IST,DOGEUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.791985,0.0908,1525.2918287937725,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.049→-0.015 | RSI=61.8 | Strength=0.064,,,,
1770834642-LTCUSDT,1770834642,2026-02-12 00:00:42 IST,LTCUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.834545,52.12,2.686108979278588,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.173→0.020 | RSI=68.2 | Strength=0.153,,,,
1770834342-NEARUSDT,1770834342,2026-02-11 23:55:42 IST,NEARUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.832381,0.969,95.6097560975609,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.165→0.062 | RSI=67.9 | Strength=0.102,,,,
1770834043-AVAXUSDT,1770834043,2026-02-11 23:50:43 IST,AVAXUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.821088,8.657,16.171884024488854,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.338→0.147 | RSI=66.2 | Strength=0.191,,,,
1770833743-BNBUSDT,1770833743,2026-02-11 23:45:43 IST,BNBUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.860000,603.42,0.23201087136654405,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.145→0.032 | RSI=74.1 | Strength=0.112,,,,
1770833145-DOGEUSDT,1770833145,2026-02-11 23:35:45 IST,DOGEUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.787173,0.08975,1559.8885793871866,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.175→0.078 | RSI=61.1 | Strength=0.097,,,,
1770831568-NEARUSDT,1770831568,2026-02-11 23:09:28 IST,NEARUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.830980,0.965,100.51282051282041,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.142→-0.083 | RSI=67.6 | Strength=0.226,,,,
1770831417-DOGEUSDT,1770831417,2026-02-11 23:06:57 IST,DOGEUSDT,SHORT,cmf_divergence,CMF Divergence,2h,0.791419,0.09075,1209.8765432098792,CMF Bearish Divergence | Price HH but CMF LH | CMF: 0.066→-0.004 | RSI=61.7 | Strength=0.070,,,,
1770830668-AVAXUSDT,1770830668,2026-02-11 22:54:28 IST,AVAXUSDT,SHORT,structure_break_ob_4h,structure_break_ob_4h,4h,0.770000,8.632,3.4754402224281744,StructBreak 4H SHORT | broke SL=8.65 | OB=8.68-8.77 | vol=2.7x | mm=0.31 | tp=3.556% sl=1.899%,,,,
1770827600-ETHUSDT,1770827600,2026-02-11 22:03:20 IST,ETHUSDT,SHORT,mtf_ema_ribbon,Multi-TF EMA Ribbon,2h,0.740803,1933.6,0.047870066961105684,MTF EMA Ribbon SHORT | 15m DOWN trend | 5m rally rejection @ EMA20 | RSI=59.0 | Vol=1.0x | 15m gap=0.647%,,,,
1770826475-AVAXUSDT-LONG,1770826475,2026-02-11 21:44:35 IST,AVAXUSDT,LONG,supertrend_flip,Supertrend Trend Flip,2h,,8.635,12.249999999999991,Supertrend LONG Flip | ST=8.42 | RSI=61.6 | EMA50=8.57 | Vol=1.4x | ATR%=0.703% | conf=0.7476,,,,
1770825365-LTCUSDT-LONG,1770825365,2026-02-11 21:26:05 IST,LTCUSDT,LONG,cmf_divergence,CMF Divergence,2h,,51.25,2.3757575757575573,CMF Bullish Divergence | Price LL but CMF HL | CMF: -0.082→-0.009 | RSI=35.2 | Strength=0.073,,,,
1770825065-DOGEUSDT-SHORT,1770825065,2026-02-11 21:21:05 IST,DOGEUSDT,SHORT,mtf_ema_ribbon,Multi-TF EMA Ribbon,2h,,0.08852,1024.3902439024462,MTF EMA Ribbon SHORT | 15m DOWN trend | 5m rally rejection @ EMA20 | RSI=36.8 | Vol=0.6x | 15m gap=0.855%,,,,
1770824990-BNBUSDT-SHORT,1770824990,2026-02-11 21:19:50 IST,BNBUSDT,SHORT,mtf_ema_ribbon,Multi-TF EMA Ribbon,2h,,591.78,0.16758104738154556,MTF EMA Ribbon SHORT | 15m DOWN trend | 5m rally rejection @ EMA20 | RSI=35.3 | Vol=0.5x | 15m gap=0.678%,,,,
